Category,ID,Code_Original,Emoji_Code_2nd_Option,Emoji_Name,Emoji_Code_CASI,Emoji_Code_FINAL,Feeling
person-fantasy,385,U+1F9DD,U0001F9DD,elf,\\\\U0001F9DD\\,\'\\U0001f9dd\,Neutral
person-fantasy,386,U+1F9DD U+200D U+2642 U+FE0F,U0001F9DD U000200D U0002642 U000FE0F,man_elf,\\\\U0001F9DD \U000200D \U0002642 \U000FE0F\\,\'\\U0001f9dd \U000200d \U0002642 \U000fe0f\,Neutral
person-fantasy,387,U+1F9DD U+200D U+2640 U+FE0F,U0001F9DD U000200D U0002640 U000FE0F,woman_elf,\\\\U0001F9DD \U000200D \U0002640 \U000FE0F\\,\'\\U0001f9dd \U000200d \U0002640 \U000fe0f\,Neutral
person-fantasy,388,U+1F9DE,U0001F9DE,genie,\\\\U0001F9DE\\,\'\\U0001f9de\,Neutral
person-fantasy,389,U+1F9DE U+200D U+2642 U+FE0F,U0001F9DE U000200D U0002642 U000FE0F,man_genie,\\\\U0001F9DE \U000200D \U0002642 \U000FE0F\\,\'\\U0001f9de \U000200d \U0002642 \U000fe0f\,Neutral
person-fantasy,390,U+1F9DE U+200D U+2640 U+FE0F,U0001F9DE U000200D U0002640 U000FE0F,woman_genie,\\\\U0001F9DE \U000200D \U0002640 \U000FE0F\\,\'\\U0001f9de \U000200d \U0002640 \U000fe0f\,Neutral
person-fantasy,391,U+1F9DF,U0001F9DF,zombie,\\\\U0001F9DF\\,\'\\U0001f9df\,Neutral
person-fantasy,392,U+1F9DF U+200D U+2642 U+FE0F,U0001F9DF U000200D U0002642 U000FE0F,man_zombie,\\\\U0001F9DF \U000200D \U0002642 \U000FE0F\\,\'\\U0001f9df \U000200d \U0002642 \U000fe0f\,Neutral
person-fantasy,393,U+1F9DF U+200D U+2640 U+FE0F,U0001F9DF U000200D U0002640 U000FE0F,woman_zombie,\\\\U0001F9DF \U000200D \U0002640 \U000FE0F\\,\'\\U0001f9df \U000200d \U0002640 \U000fe0f\,Neutral
person-fantasy,394,U+1F9CC,U0001F9CC,troll,\\\\U0001F9CC\\,\'\\U0001f9cc\,Neutral
person-activity,395,U+1F486,U0001F486,person_getting_massage,\\\\U0001F486\\,\'\\U0001f486\,Neutral
person-activity,396,U+1F486 U+200D U+2642 U+FE0F,U0001F486 U000200D U0002642 U000FE0F,man_getting_massage,\\\\U0001F486 \U000200D \U0002642 \U000FE0F\\,\'\\U0001f486 \U000200d \U0002642 \U000fe0f\,Neutral
person-activity,397,U+1F486 U+200D U+2640 U+FE0F,U0001F486 U000200D U0002640 U000FE0F,woman_getting_massage,\\\\U0001F486 \U000200D \U0002640 \U000FE0F\\,\'\\U0001f486 \U000200d \U0002640 \U000fe0f\,Neutral
person-activity,398,U+1F487,U0001F487,person_getting_haircut,\\\\U0001F487\\,\'\\U0001f487\,Neutral
person-activity,399,U+1F487 U+200D U+2642 U+FE0F,U0001F487 U000200D U0002642 U000FE0F,man_getting_haircut,\\\\U0001F487 \U000200D \U0002642 \U000FE0F\\,\'\\U0001f487 \U000200d \U0002642 \U000fe0f\,Neutral
person-activity,400,U+1F487 U+200D U+2640 U+FE0F,U0001F487 U000200D U0002640 U000FE0F,woman_getting_haircut,\\\\U0001F487 \U000200D \U0002640 \U000FE0F\\,\'\\U0001f487 \U000200d \U0002640 \U000fe0f\,Neutral
person-activity,401,U+1F6B6,U0001F6B6,person_walking,\\\\U0001F6B6\\,\'\\U0001f6b6\,Neutral
person-activity,402,U+1F6B6 U+200D U+2642 U+FE0F,U0001F6B6 U000200D U0002642 U000FE0F,man_walking,\\\\U0001F6B6 \U000200D \U0002642 \U000FE0F\\,\'\\U0001f6b6 \U000200d \U0002642 \U000fe0f\,Neutral
person-activity,403,U+1F6B6 U+200D U+2640 U+FE0F,U0001F6B6 U000200D U0002640 U000FE0F,woman_walking,\\\\U0001F6B6 \U000200D \U0002640 \U000FE0F\\,\'\\U0001f6b6 \U000200d \U0002640 \U000fe0f\,Neutral
person-activity,404,U+1F9CD,U0001F9CD,person_standing,\\\\U0001F9CD\\,\'\\U0001f9cd\,Neutral
person-activity,405,U+1F9CD U+200D U+2642 U+FE0F,U0001F9CD U000200D U0002642 U000FE0F,man_standing,\\\\U0001F9CD \U000200D \U0002642 \U000FE0F\\,\'\\U0001f9cd \U000200d \U0002642 \U000fe0f\,Neutral
person-activity,406,U+1F9CD U+200D U+2640 U+FE0F,U0001F9CD U000200D U0002640 U000FE0F,woman_standing,\\\\U0001F9CD \U000200D \U0002640 \U000FE0F\\,\'\\U0001f9cd \U000200d \U0002640 \U000fe0f\,Neutral
person-activity,407,U+1F9CE,U0001F9CE,person_kneeling,\\\\U0001F9CE\\,\'\\U0001f9ce\,Neutral
person-activity,408,U+1F9CE U+200D U+2642 U+FE0F,U0001F9CE U000200D U0002642 U000FE0F,man_kneeling,\\\\U0001F9CE \U000200D \U0002642 \U000FE0F\\,\'\\U0001f9ce \U000200d \U0002642 \U000fe0f\,Neutral
person-activity,409,U+1F9CE U+200D U+2640 U+FE0F,U0001F9CE U000200D U0002640 U000FE0F,woman_kneeling,\\\\U0001F9CE \U000200D \U0002640 \U000FE0F\\,\'\\U0001f9ce \U000200d \U0002640 \U000fe0f\,Neutral
person-activity,410,U+1F9D1 U+200D U+1F9AF,U0001F9D1 U000200D U0001F9AF,person_with_white_cane,\\\\U0001F9D1 \U000200D \U0001F9AF\\,\'\\U0001f9d1 \U000200d \U0001f9af\,Neutral
person-activity,411,U+1F468 U+200D U+1F9AF,U0001F468 U000200D U0001F9AF,man_with_white_cane,\\\\U0001F468 \U000200D \U0001F9AF\\,\'\\U0001f468 \U000200d \U0001f9af\,Neutral
person-activity,412,U+1F469 U+200D U+1F9AF,U0001F469 U000200D U0001F9AF,woman_with_white_cane,\\\\U0001F469 \U000200D \U0001F9AF\\,\'\\U0001f469 \U000200d \U0001f9af\,Neutral
person-activity,413,U+1F9D1 U+200D U+1F9BC,U0001F9D1 U000200D U0001F9BC,person_in_motorized_wheelchair,\\\\U0001F9D1 \U000200D \U0001F9BC\\,\'\\U0001f9d1 \U000200d \U0001f9bc\,Neutral
person-activity,414,U+1F468 U+200D U+1F9BC,U0001F468 U000200D U0001F9BC,man_in_motorized_wheelchair,\\\\U0001F468 \U000200D \U0001F9BC\\,\'\\U0001f468 \U000200d \U0001f9bc\,Neutral
person-activity,415,U+1F469 U+200D U+1F9BC,U0001F469 U000200D U0001F9BC,woman_in_motorized_wheelchair,\\\\U0001F469 \U000200D \U0001F9BC\\,\'\\U0001f469 \U000200d \U0001f9bc\,Neutral
person-activity,416,U+1F9D1 U+200D U+1F9BD,U0001F9D1 U000200D U0001F9BD,person_in_manual_wheelchair,\\\\U0001F9D1 \U000200D \U0001F9BD\\,\'\\U0001f9d1 \U000200d \U0001f9bd\,Neutral
person-activity,417,U+1F468 U+200D U+1F9BD,U0001F468 U000200D U0001F9BD,man_in_manual_wheelchair,\\\\U0001F468 \U000200D \U0001F9BD\\,\'\\U0001f468 \U000200d \U0001f9bd\,Neutral
person-activity,418,U+1F469 U+200D U+1F9BD,U0001F469 U000200D U0001F9BD,woman_in_manual_wheelchair,\\\\U0001F469 \U000200D \U0001F9BD\\,\'\\U0001f469 \U000200d \U0001f9bd\,Neutral
person-activity,419,U+1F3C3,U0001F3C3,person_running,\\\\U0001F3C3\\,\'\\U0001f3c3\,Neutral
person-activity,420,U+1F3C3 U+200D U+2642 U+FE0F,U0001F3C3 U000200D U0002642 U000FE0F,man_running,\\\\U0001F3C3 \U000200D \U0002642 \U000FE0F\\,\'\\U0001f3c3 \U000200d \U0002642 \U000fe0f\,Neutral
person-activity,421,U+1F3C3 U+200D U+2640 U+FE0F,U0001F3C3 U000200D U0002640 U000FE0F,woman_running,\\\\U0001F3C3 \U000200D \U0002640 \U000FE0F\\,\'\\U0001f3c3 \U000200d \U0002640 \U000fe0f\,Neutral
person-activity,422,U+1F483,U0001F483,woman_dancing,\\\\U0001F483\\,\'\\U0001f483\,Positive
person-activity,423,U+1F57A,U0001F57A,man_dancing,\\\\U0001F57A\\,\'\\U0001f57a\,Positive
person-activity,424,U+1F574,U0001F574,person_in_suit_levitating,\\\\U0001F574\\,\'\\U0001f574\,Neutral
person-activity,425,U+1F46F,U0001F46F,people_with_bunny_ears,\\\\U0001F46F\\,\'\\U0001f46f\,Neutral
person-activity,426,U+1F46F U+200D U+2642 U+FE0F,U0001F46F U000200D U0002642 U000FE0F,men_with_bunny_ears,\\\\U0001F46F \U000200D \U0002642 \U000FE0F\\,\'\\U0001f46f \U000200d \U0002642 \U000fe0f\,Neutral
person-activity,427,U+1F46F U+200D U+2640 U+FE0F,U0001F46F U000200D U0002640 U000FE0F,women_with_bunny_ears,\\\\U0001F46F \U000200D \U0002640 \U000FE0F\\,\'\\U0001f46f \U000200d \U0002640 \U000fe0f\,Neutral
person-activity,428,U+1F9D6,U0001F9D6,person_in_steamy_room,\\\\U0001F9D6\\,\'\\U0001f9d6\,Neutral
person-activity,429,U+1F9D6 U+200D U+2642 U+FE0F,U0001F9D6 U000200D U0002642 U000FE0F,man_in_steamy_room,\\\\U0001F9D6 \U000200D \U0002642 \U000FE0F\\,\'\\U0001f9d6 \U000200d \U0002642 \U000fe0f\,Neutral
person-activity,430,U+1F9D6 U+200D U+2640 U+FE0F,U0001F9D6 U000200D U0002640 U000FE0F,woman_in_steamy_room,\\\\U0001F9D6 \U000200D \U0002640 \U000FE0F\\,\'\\U0001f9d6 \U000200d \U0002640 \U000fe0f\,Neutral
person-activity,431,U+1F9D7,U0001F9D7,person_climbing,\\\\U0001F9D7\\,\'\\U0001f9d7\,Neutral
person-activity,432,U+1F9D7 U+200D U+2642 U+FE0F,U0001F9D7 U000200D U0002642 U000FE0F,man_climbing,\\\\U0001F9D7 \U000200D \U0002642 \U000FE0F\\,\'\\U0001f9d7 \U000200d \U0002642 \U000fe0f\,Neutral
person-activity,433,U+1F9D7 U+200D U+2640 U+FE0F,U0001F9D7 U000200D U0002640 U000FE0F,woman_climbing,\\\\U0001F9D7 \U000200D \U0002640 \U000FE0F\\,\'\\U0001f9d7 \U000200d \U0002640 \U000fe0f\,Neutral
person-sport,434,U+1F93A,U0001F93A,person_fencing,\\\\U0001F93A\\,\'\\U0001f93a\,Neutral
person-sport,435,U+1F3C7,U0001F3C7,horse_racing,\\\\U0001F3C7\\,\'\\U0001f3c7\,Neutral
person-sport,436,U+26F7,U00026F7,skier,\\\\U00026F7\\,\'\\U00026f7\,Neutral
person-sport,437,U+1F3C2,U0001F3C2,snowboarder,\\\\U0001F3C2\\,\'\\U0001f3c2\,Neutral
person-sport,438,U+1F3CC,U0001F3CC,person_golfing,\\\\U0001F3CC\\,\'\\U0001f3cc\,Neutral
person-sport,439,U+1F3CC U+FE0F U+200D U+2642 U+FE0F,U0001F3CC U000FE0F U000200D U0002642 U000FE0F,man_golfing,\\\\U0001F3CC \U000FE0F \U000200D \U0002642 \U000FE0F\\,\'\\U0001f3cc \U000fe0f \U000200d \U0002642 \U000fe0f\,Neutral
person-sport,440,U+1F3CC U+FE0F U+200D U+2640 U+FE0F,U0001F3CC U000FE0F U000200D U0002640 U000FE0F,woman_golfing,\\\\U0001F3CC \U000FE0F \U000200D \U0002640 \U000FE0F\\,\'\\U0001f3cc \U000fe0f \U000200d \U0002640 \U000fe0f\,Neutral
person-sport,441,U+1F3C4,U0001F3C4,person_surfing,\\\\U0001F3C4\\,\'\\U0001f3c4\,Neutral
person-sport,442,U+1F3C4 U+200D U+2642 U+FE0F,U0001F3C4 U000200D U0002642 U000FE0F,man_surfing,\\\\U0001F3C4 \U000200D \U0002642 \U000FE0F\\,\'\\U0001f3c4 \U000200d \U0002642 \U000fe0f\,Neutral
person-sport,443,U+1F3C4 U+200D U+2640 U+FE0F,U0001F3C4 U000200D U0002640 U000FE0F,woman_surfing,\\\\U0001F3C4 \U000200D \U0002640 \U000FE0F\\,\'\\U0001f3c4 \U000200d \U0002640 \U000fe0f\,Neutral
person-sport,444,U+1F6A3,U0001F6A3,person_rowing_boat,\\\\U0001F6A3\\,\'\\U0001f6a3\,Neutral
person-sport,445,U+1F6A3 U+200D U+2642 U+FE0F,U0001F6A3 U000200D U0002642 U000FE0F,man_rowing_boat,\\\\U0001F6A3 \U000200D \U0002642 \U000FE0F\\,\'\\U0001f6a3 \U000200d \U0002642 \U000fe0f\,Neutral
person-sport,446,U+1F6A3 U+200D U+2640 U+FE0F,U0001F6A3 U000200D U0002640 U000FE0F,woman_rowing_boat,\\\\U0001F6A3 \U000200D \U0002640 \U000FE0F\\,\'\\U0001f6a3 \U000200d \U0002640 \U000fe0f\,Neutral
person-sport,447,U+1F3CA,U0001F3CA,person_swimming,\\\\U0001F3CA\\,\'\\U0001f3ca\,Neutral
person-sport,448,U+1F3CA U+200D U+2642 U+FE0F,U0001F3CA U000200D U0002642 U000FE0F,man_swimming,\\\\U0001F3CA \U000200D \U0002642 \U000FE0F\\,\'\\U0001f3ca \U000200d \U0002642 \U000fe0f\,Neutral
person-sport,449,U+1F3CA U+200D U+2640 U+FE0F,U0001F3CA U000200D U0002640 U000FE0F,woman_swimming,\\\\U0001F3CA \U000200D \U0002640 \U000FE0F\\,\'\\U0001f3ca \U000200d \U0002640 \U000fe0f\,Neutral
person-sport,450,U+26F9,U00026F9,person_bouncing_ball,\\\\U00026F9\\,\'\\U00026f9\,Neutral
person-sport,451,U+26F9 U+FE0F U+200D U+2642 U+FE0F,U00026F9 U000FE0F U000200D U0002642 U000FE0F,man_bouncing_ball,\\\\U00026F9 \U000FE0F \U000200D \U0002642 \U000FE0F\\,\'\\U00026f9 \U000fe0f \U000200d \U0002642 \U000fe0f\,Neutral
person-sport,452,U+26F9 U+FE0F U+200D U+2640 U+FE0F,U00026F9 U000FE0F U000200D U0002640 U000FE0F,woman_bouncing_ball,\\\\U00026F9 \U000FE0F \U000200D \U0002640 \U000FE0F\\,\'\\U00026f9 \U000fe0f \U000200d \U0002640 \U000fe0f\,Neutral
person-sport,453,U+1F3CB,U0001F3CB,person_lifting_weights,\\\\U0001F3CB\\,\'\\U0001f3cb\,Neutral
person-sport,454,U+1F3CB U+FE0F U+200D U+2642 U+FE0F,U0001F3CB U000FE0F U000200D U0002642 U000FE0F,man_lifting_weights,\\\\U0001F3CB \U000FE0F \U000200D \U0002642 \U000FE0F\\,\'\\U0001f3cb \U000fe0f \U000200d \U0002642 \U000fe0f\,Neutral
person-sport,455,U+1F3CB U+FE0F U+200D U+2640 U+FE0F,U0001F3CB U000FE0F U000200D U0002640 U000FE0F,woman_lifting_weights,\\\\U0001F3CB \U000FE0F \U000200D \U0002640 \U000FE0F\\,\'\\U0001f3cb \U000fe0f \U000200d \U0002640 \U000fe0f\,Neutral
person-sport,456,U+1F6B4,U0001F6B4,person_biking,\\\\U0001F6B4\\,\'\\U0001f6b4\,Neutral
person-sport,457,U+1F6B4 U+200D U+2642 U+FE0F,U0001F6B4 U000200D U0002642 U000FE0F,man_biking,\\\\U0001F6B4 \U000200D \U0002642 \U000FE0F\\,\'\\U0001f6b4 \U000200d \U0002642 \U000fe0f\,Neutral
person-sport,458,U+1F6B4 U+200D U+2640 U+FE0F,U0001F6B4 U000200D U0002640 U000FE0F,woman_biking,\\\\U0001F6B4 \U000200D \U0002640 \U000FE0F\\,\'\\U0001f6b4 \U000200d \U0002640 \U000fe0f\,Neutral
person-sport,459,U+1F6B5,U0001F6B5,person_mountain_biking,\\\\U0001F6B5\\,\'\\U0001f6b5\,Neutral
person-sport,460,U+1F6B5 U+200D U+2642 U+FE0F,U0001F6B5 U000200D U0002642 U000FE0F,man_mountain_biking,\\\\U0001F6B5 \U000200D \U0002642 \U000FE0F\\,\'\\U0001f6b5 \U000200d \U0002642 \U000fe0f\,Neutral
person-sport,461,U+1F6B5 U+200D U+2640 U+FE0F,U0001F6B5 U000200D U0002640 U000FE0F,woman_mountain_biking,\\\\U0001F6B5 \U000200D \U0002640 \U000FE0F\\,\'\\U0001f6b5 \U000200d \U0002640 \U000fe0f\,Neutral
person-sport,462,U+1F938,U0001F938,person_cartwheeling,\\\\U0001F938\\,\'\\U0001f938\,Neutral
person-sport,463,U+1F938 U+200D U+2642 U+FE0F,U0001F938 U000200D U0002642 U000FE0F,man_cartwheeling,\\\\U0001F938 \U000200D \U0002642 \U000FE0F\\,\'\\U0001f938 \U000200d \U0002642 \U000fe0f\,Neutral
person-sport,464,U+1F938 U+200D U+2640 U+FE0F,U0001F938 U000200D U0002640 U000FE0F,woman_cartwheeling,\\\\U0001F938 \U000200D \U0002640 \U000FE0F\\,\'\\U0001f938 \U000200d \U0002640 \U000fe0f\,Neutral
person-sport,465,U+1F93C,U0001F93C,people_wrestling,\\\\U0001F93C\\,\'\\U0001f93c\,Neutral
person-sport,466,U+1F93C U+200D U+2642 U+FE0F,U0001F93C U000200D U0002642 U000FE0F,men_wrestling,\\\\U0001F93C \U000200D \U0002642 \U000FE0F\\,\'\\U0001f93c \U000200d \U0002642 \U000fe0f\,Neutral
person-sport,467,U+1F93C U+200D U+2640 U+FE0F,U0001F93C U000200D U0002640 U000FE0F,women_wrestling,\\\\U0001F93C \U000200D \U0002640 \U000FE0F\\,\'\\U0001f93c \U000200d \U0002640 \U000fe0f\,Neutral
person-sport,468,U+1F93D,U0001F93D,person_playing_water_polo,\\\\U0001F93D\\,\'\\U0001f93d\,Neutral
person-sport,469,U+1F93D U+200D U+2642 U+FE0F,U0001F93D U000200D U0002642 U000FE0F,man_playing_water_polo,\\\\U0001F93D \U000200D \U0002642 \U000FE0F\\,\'\\U0001f93d \U000200d \U0002642 \U000fe0f\,Neutral
person-sport,470,U+1F93D U+200D U+2640 U+FE0F,U0001F93D U000200D U0002640 U000FE0F,woman_playing_water_polo,\\\\U0001F93D \U000200D \U0002640 \U000FE0F\\,\'\\U0001f93d \U000200d \U0002640 \U000fe0f\,Neutral
person-sport,471,U+1F93E,U0001F93E,person_playing_handball,\\\\U0001F93E\\,\'\\U0001f93e\,Neutral
person-sport,472,U+1F93E U+200D U+2642 U+FE0F,U0001F93E U000200D U0002642 U000FE0F,man_playing_handball,\\\\U0001F93E \U000200D \U0002642 \U000FE0F\\,\'\\U0001f93e \U000200d \U0002642 \U000fe0f\,Neutral
person-sport,473,U+1F93E U+200D U+2640 U+FE0F,U0001F93E U000200D U0002640 U000FE0F,woman_playing_handball,\\\\U0001F93E \U000200D \U0002640 \U000FE0F\\,\'\\U0001f93e \U000200d \U0002640 \U000fe0f\,Neutral
person-sport,474,U+1F939,U0001F939,person_juggling,\\\\U0001F939\\,\'\\U0001f939\,Neutral
person-sport,475,U+1F939 U+200D U+2642 U+FE0F,U0001F939 U000200D U0002642 U000FE0F,man_juggling,\\\\U0001F939 \U000200D \U0002642 \U000FE0F\\,\'\\U0001f939 \U000200d \U0002642 \U000fe0f\,Neutral
person-sport,476,U+1F939 U+200D U+2640 U+FE0F,U0001F939 U000200D U0002640 U000FE0F,woman_juggling,\\\\U0001F939 \U000200D \U0002640 \U000FE0F\\,\'\\U0001f939 \U000200d \U0002640 \U000fe0f\,Neutral
person-resting,477,U+1F9D8,U0001F9D8,person_in_lotus_position,\\\\U0001F9D8\\,\'\\U0001f9d8\,Neutral
person-resting,478,U+1F9D8 U+200D U+2642 U+FE0F,U0001F9D8 U000200D U0002642 U000FE0F,man_in_lotus_position,\\\\U0001F9D8 \U000200D \U0002642 \U000FE0F\\,\'\\U0001f9d8 \U000200d \U0002642 \U000fe0f\,Neutral
person-resting,479,U+1F9D8 U+200D U+2640 U+FE0F,U0001F9D8 U000200D U0002640 U000FE0F,woman_in_lotus_position,\\\\U0001F9D8 \U000200D \U0002640 \U000FE0F\\,\'\\U0001f9d8 \U000200d \U0002640 \U000fe0f\,Neutral
person-resting,480,U+1F6C0,U0001F6C0,person_taking_bath,\\\\U0001F6C0\\,\'\\U0001f6c0\,Neutral
person-resting,481,U+1F6CC,U0001F6CC,person_in_bed,\\\\U0001F6CC\\,\'\\U0001f6cc\,Neutral
family,482,U+1F9D1 U+200D U+1F91D U+200D U+1F9D1,U0001F9D1 U000200D U0001F91D U000200D U0001F9D1,people_holding_hands,\\\\U0001F9D1 \U000200D \U0001F91D \U000200D \U0001F9D1\\,\'\\U0001f9d1 \U000200d \U0001f91d \U000200d \U0001f9d1\,Positive
family,483,U+1F46D,U0001F46D,women_holding_hands,\\\\U0001F46D\\,\'\\U0001f46d\,Positive
family,484,U+1F46B,U0001F46B,woman_and_man_holding_hands,\\\\U0001F46B\\,\'\\U0001f46b\,Positive
family,485,U+1F46C,U0001F46C,men_holding_hands,\\\\U0001F46C\\,\'\\U0001f46c\,Positive
family,486,U+1F48F,U0001F48F,kiss,\\\\U0001F48F\\,\'\\U0001f48f\,Positive
family,487,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,U0001F469 U000200D U0002764 U000FE0F U000200D U0001F48B U000200D U0001F468,"kiss:_woman,_man",\\\\U0001F469 \U000200D \U0002764 \U000FE0F \U000200D \U0001F48B \U000200D \U0001F468\\,\'\\U0001f469 \U000200d \U0002764 \U000fe0f \U000200d \U0001f48b \U000200d \U0001f468\,Positive
family,488,U+1F468 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F468,U0001F468 U000200D U0002764 U000FE0F U000200D U0001F48B U000200D U0001F468,"kiss:_man,_man",\\\\U0001F468 \U000200D \U0002764 \U000FE0F \U000200D \U0001F48B \U000200D \U0001F468\\,\'\\U0001f468 \U000200d \U0002764 \U000fe0f \U000200d \U0001f48b \U000200d \U0001f468\,Positive
family,489,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F48B U+200D U+1F469,U0001F469 U000200D U0002764 U000FE0F U000200D U0001F48B U000200D U0001F469,"kiss:_woman,_woman",\\\\U0001F469 \U000200D \U0002764 \U000FE0F \U000200D \U0001F48B \U000200D \U0001F469\\,\'\\U0001f469 \U000200d \U0002764 \U000fe0f \U000200d \U0001f48b \U000200d \U0001f469\,Positive
family,490,U+1F491,U0001F491,couple_with_heart,\\\\U0001F491\\,\'\\U0001f491\,Positive
family,491,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F468,U0001F469 U000200D U0002764 U000FE0F U000200D U0001F468,"couple_with_heart:_woman,_man",\\\\U0001F469 \U000200D \U0002764 \U000FE0F \U000200D \U0001F468\\,\'\\U0001f469 \U000200d \U0002764 \U000fe0f \U000200d \U0001f468\,Positive
family,492,U+1F468 U+200D U+2764 U+FE0F U+200D U+1F468,U0001F468 U000200D U0002764 U000FE0F U000200D U0001F468,"couple_with_heart:_man,_man",\\\\U0001F468 \U000200D \U0002764 \U000FE0F \U000200D \U0001F468\\,\'\\U0001f468 \U000200d \U0002764 \U000fe0f \U000200d \U0001f468\,Positive
family,493,U+1F469 U+200D U+2764 U+FE0F U+200D U+1F469,U0001F469 U000200D U0002764 U000FE0F U000200D U0001F469,"couple_with_heart:_woman,_woman",\\\\U0001F469 \U000200D \U0002764 \U000FE0F \U000200D \U0001F469\\,\'\\U0001f469 \U000200d \U0002764 \U000fe0f \U000200d \U0001f469\,Positive
family,494,U+1F46A,U0001F46A,family,\\\\U0001F46A\\,\'\\U0001f46a\,Neutral
family,495,U+1F468 U+200D U+1F469 U+200D U+1F466,U0001F468 U000200D U0001F469 U000200D U0001F466,"family:_man,_woman,_boy",\\\\U0001F468 \U000200D \U0001F469 \U000200D \U0001F466\\,\'\\U0001f468 \U000200d \U0001f469 \U000200d \U0001f466\,Neutral
family,496,U+1F468 U+200D U+1F469 U+200D U+1F467,U0001F468 U000200D U0001F469 U000200D U0001F467,"family:_man,_woman,_girl",\\\\U0001F468 \U000200D \U0001F469 \U000200D \U0001F467\\,\'\\U0001f468 \U000200d \U0001f469 \U000200d \U0001f467\,Neutral
family,497,U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,U0001F468 U000200D U0001F469 U000200D U0001F467 U000200D U0001F466,"family:_man,_woman,_girl,_boy",\\\\U0001F468 \U000200D \U0001F469 \U000200D \U0001F467 \U000200D \U0001F466\\,\'\\U0001f468 \U000200d \U0001f469 \U000200d \U0001f467 \U000200d \U0001f466\,Neutral
family,498,U+1F468 U+200D U+1F469 U+200D U+1F466 U+200D U+1F466,U0001F468 U000200D U0001F469 U000200D U0001F466 U000200D U0001F466,"family:_man,_woman,_boy,_boy",\\\\U0001F468 \U000200D \U0001F469 \U000200D \U0001F466 \U000200D \U0001F466\\,\'\\U0001f468 \U000200d \U0001f469 \U000200d \U0001f466 \U000200d \U0001f466\,Neutral
family,499,U+1F468 U+200D U+1F469 U+200D U+1F467 U+200D U+1F467,U0001F468 U000200D U0001F469 U000200D U0001F467 U000200D U0001F467,"family:_man,_woman,_girl,_girl",\\\\U0001F468 \U000200D \U0001F469 \U000200D \U0001F467 \U000200D \U0001F467\\,\'\\U0001f468 \U000200d \U0001f469 \U000200d \U0001f467 \U000200d \U0001f467\,Neutral
family,500,U+1F468 U+200D U+1F468 U+200D U+1F466,U0001F468 U000200D U0001F468 U000200D U0001F466,"family:_man,_man,_boy",\\\\U0001F468 \U000200D \U0001F468 \U000200D \U0001F466\\,\'\\U0001f468 \U000200d \U0001f468 \U000200d \U0001f466\,Neutral
family,501,U+1F468 U+200D U+1F468 U+200D U+1F467,U0001F468 U000200D U0001F468 U000200D U0001F467,"family:_man,_man,_girl",\\\\U0001F468 \U000200D \U0001F468 \U000200D \U0001F467\\,\'\\U0001f468 \U000200d \U0001f468 \U000200d \U0001f467\,Neutral
family,502,U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F466,U0001F468 U000200D U0001F468 U000200D U0001F467 U000200D U0001F466,"family:_man,_man,_girl,_boy",\\\\U0001F468 \U000200D \U0001F468 \U000200D \U0001F467 \U000200D \U0001F466\\,\'\\U0001f468 \U000200d \U0001f468 \U000200d \U0001f467 \U000200d \U0001f466\,Neutral
family,503,U+1F468 U+200D U+1F468 U+200D U+1F466 U+200D U+1F466,U0001F468 U000200D U0001F468 U000200D U0001F466 U000200D U0001F466,"family:_man,_man,_boy,_boy",\\\\U0001F468 \U000200D \U0001F468 \U000200D \U0001F466 \U000200D \U0001F466\\,\'\\U0001f468 \U000200d \U0001f468 \U000200d \U0001f466 \U000200d \U0001f466\,Neutral
family,504,U+1F468 U+200D U+1F468 U+200D U+1F467 U+200D U+1F467,U0001F468 U000200D U0001F468 U000200D U0001F467 U000200D U0001F467,"family:_man,_man,_girl,_girl",\\\\U0001F468 \U000200D \U0001F468 \U000200D \U0001F467 \U000200D \U0001F467\\,\'\\U0001f468 \U000200d \U0001f468 \U000200d \U0001f467 \U000200d \U0001f467\,Neutral
family,505,U+1F469 U+200D U+1F469 U+200D U+1F466,U0001F469 U000200D U0001F469 U000200D U0001F466,"family:_woman,_woman,_boy",\\\\U0001F469 \U000200D \U0001F469 \U000200D \U0001F466\\,\'\\U0001f469 \U000200d \U0001f469 \U000200d \U0001f466\,Neutral
family,506,U+1F469 U+200D U+1F469 U+200D U+1F467,U0001F469 U000200D U0001F469 U000200D U0001F467,"family:_woman,_woman,_girl",\\\\U0001F469 \U000200D \U0001F469 \U000200D \U0001F467\\,\'\\U0001f469 \U000200d \U0001f469 \U000200d \U0001f467\,Neutral
family,507,U+1F469 U+200D U+1F469 U+200D U+1F467 U+200D U+1F466,U0001F469 U000200D U0001F469 U000200D U0001F467 U000200D U0001F466,"family:_woman,_woman,_girl,_boy",\\\\U0001F469 \U000200D \U0001F469 \U000200D \U0001F467 \U000200D \U0001F466\\,\'\\U0001f469 \U000200d \U0001f469 \U000200d \U0001f467 \U000200d \U0001f466\,Neutral
